time,X_d,X,Y_d,Y,Z_d,Z,Yaw_d,Yaw
54.69,0.000000,-0.027273,0.000000,0.029681,3.000000,3.046684,-1.000000,0.502068
54.74,0.000000,-0.019941,0.000000,0.048578,3.000000,2.992459,-1.000000,0.498087
54.79,0.000000,-0.035538,0.000000,0.026423,3.000000,2.995712,-1.000000,0.487004
54.84,0.000000,-0.033296,0.000000,0.023373,3.000000,2.980089,-1.000000,0.484442
54.89,0.000000,-0.034738,0.000000,0.023038,3.000000,3.004754,-1.000000,0.476800
54.94,0.000000,-0.040331,0.000000,0.021060,3.000000,3.009769,-1.000000,0.469853
54.99,0.000000,-0.034498,0.000000,0.025822,3.000000,2.991851,-1.000000,0.460021
55.04,0.000000,-0.036354,0.000000,0.024315,3.000000,2.986031,-1.000000,0.455953
55.09,0.000000,-0.031195,0.000000,0.021596,3.000000,2.995195,-1.000000,0.448831
55.14,0.000000,-0.032413,0.000000,0.024731,3.000000,2.991497,-1.000000,0.440545
55.19,0.000000,-0.036065,0.000000,0.024315,3.000000,2.991866,-1.000000,0.435579
55.24,0.000000,-0.039452,0.000000,0.018245,3.000000,2.988794,-1.000000,0.429104
55.29,0.000000,-0.032627,0.000000,-0.000334,3.000000,2.983874,-1.000000,0.420664
55.34,0.000000,-0.032304,0.000000,0.018626,3.000000,2.993190,-1.000000,0.417787
55.39,0.000000,-0.043849,0.000000,0.015884,3.000000,3.006066,-1.000000,0.411153
55.44,0.000000,-0.033970,0.000000,0.022254,3.000000,2.993071,-1.000000,0.404534
55.49,0.000000,-0.028745,0.000000,0.022773,3.000000,2.982290,-1.000000,0.397809
55.54,0.000000,-0.035813,0.000000,0.013121,3.000000,3.018808,-1.000000,0.391427
55.59,0.000000,-0.034113,0.000000,0.017079,3.000000,3.001455,-1.000000,0.385160
55.64,0.000000,-0.039711,0.000000,0.016194,3.000000,3.021990,-1.000000,0.380925
55.69,0.000000,-0.033752,0.000000,0.024103,3.000000,3.039922,-1.000000,0.368802
55.74,0.000000,-0.035005,0.000000,0.019347,3.000000,2.965256,-1.000000,0.363400
55.79,0.000000,-0.039197,0.000000,0.009783,3.000000,3.005383,-1.000000,0.359418
55.85,0.000000,-0.043097,0.000000,0.008629,3.000000,3.024848,-1.000000,0.351458
55.90,0.000000,-0.035879,0.000000,0.015155,3.000000,2.993070,-1.000000,0.347212
55.95,0.000000,-0.046725,0.000000,0.011030,3.000000,2.997688,-1.000000,0.340031
56.00,0.000000,-0.039318,0.000000,0.004240,3.000000,3.027911,-1.000000,0.329804
56.05,0.000000,-0.043934,0.000000,0.006506,3.000000,3.010992,-1.000000,0.325178
56.10,0.000000,-0.040916,0.000000,0.008711,3.000000,2.980373,-1.000000,0.318552
56.15,0.000000,-0.033150,0.000000,0.013321,3.000000,3.001919,-1.000000,0.312905
56.20,0.000000,-0.040218,0.000000,0.006252,3.000000,2.990152,-1.000000,0.306145
56.25,0.000000,-0.034142,0.000000,0.011441,3.000000,3.020897,-1.000000,0.300732
56.30,0.000000,-0.036037,0.000000,0.008458,3.000000,3.024136,-1.000000,0.293943
56.35,0.000000,-0.041934,0.000000,0.005595,3.000000,2.984830,-1.000000,0.287593
56.40,0.000000,-0.039544,0.000000,0.012523,3.000000,2.991620,-1.000000,0.277604
56.45,0.000000,-0.047161,0.000000,0.008975,3.000000,2.987654,-1.000000,0.272600
56.50,0.000000,-0.046001,0.000000,0.010396,3.000000,2.993449,-1.000000,0.266716
56.55,0.000000,-0.042726,0.000000,0.007382,3.000000,2.986232,-1.000000,0.260973
56.60,0.000000,-0.033543,0.000000,-0.001690,3.000000,3.007016,-1.000000,0.254546
56.65,0.000000,-0.043310,0.000000,0.000221,3.000000,2.987886,-1.000000,0.247714
56.70,0.000000,-0.039347,0.000000,0.001507,3.000000,3.048053,-1.000000,0.243686
56.75,0.000000,-0.044310,0.000000,0.001036,3.000000,2.986383,-1.000000,0.232006
56.80,0.000000,-0.037234,0.000000,0.003647,3.000000,2.997451,-1.000000,0.226750
56.85,0.000000,-0.043927,0.000000,0.001120,3.000000,3.004740,-1.000000,0.222981
56.90,0.000000,-0.035240,0.000000,0.005875,3.000000,2.969151,-1.000000,0.213276
56.95,0.000000,-0.045317,0.000000,0.001892,3.000000,3.037480,-1.000000,0.209173
57.00,0.000000,-0.044437,0.000000,0.001412,3.000000,2.992579,-1.000000,0.199763
57.05,0.000000,-0.036996,0.000000,-0.007737,3.000000,3.024436,-1.000000,0.192248
57.10,0.000000,-0.034728,0.000000,-0.005096,3.000000,3.017600,-1.000000,0.186420
57.15,0.000000,-0.038812,0.000000,-0.003215,3.000000,3.020328,-1.000000,0.179851
57.20,0.000000,-0.039737,0.000000,0.001296,3.000000,2.987876,-1.000000,0.177454
57.25,0.000000,-0.037423,0.000000,-0.008034,3.000000,2.992214,-1.000000,0.170993
57.30,0.000000,-0.050378,0.000000,-0.010193,3.000000,2.987453,-1.000000,0.160732
57.35,0.000000,-0.042674,0.000000,-0.007342,3.000000,2.998654,-1.000000,0.153711
57.40,0.000000,-0.045473,0.000000,-0.003165,3.000000,2.981525,-1.000000,0.150026
57.45,0.000000,-0.038755,0.000000,-0.009605,3.000000,2.985685,-1.000000,0.143690
57.50,0.000000,-0.040556,0.000000,-0.005373,3.000000,2.986334,-1.000000,0.135033
57.55,0.000000,-0.046959,0.000000,-0.012641,3.000000,2.978845,-1.000000,0.129943
57.60,0.000000,-0.041162,0.000000,-0.007922,3.000000,3.003029,-1.000000,0.123263
57.65,0.000000,-0.041350,0.000000,-0.011630,3.000000,3.015678,-1.000000,0.113957
57.70,0.000000,-0.046314,0.000000,-0.008836,3.000000,3.013967,-1.000000,0.112012
57.75,0.000000,-0.043850,0.000000,-0.017409,3.000000,2.963049,-1.000000,0.102195
57.80,0.000000,-0.034897,0.000000,-0.014823,3.000000,3.032483,-1.000000,0.098767
57.85,0.000000,-0.039061,0.000000,-0.014904,3.000000,2.989348,-1.000000,0.086191
57.90,0.000000,-0.039704,0.000000,-0.019421,3.000000,3.016335,-1.000000,0.082950
57.95,0.000000,-0.038982,0.000000,-0.016908,3.000000,3.029752,-1.000000,0.074532
58.00,0.000000,-0.042246,0.000000,-0.017323,3.000000,3.016619,-1.000000,0.067685
58.05,0.000000,-0.039533,0.000000,-0.013727,3.000000,3.067906,-1.000000,0.064609
58.10,0.000000,-0.040270,0.000000,-0.020004,3.000000,3.002638,-1.000000,0.060739
58.15,0.000000,-0.033940,0.000000,-0.015655,3.000000,2.987523,-1.000000,0.056794
58.20,0.000000,-0.033373,0.000000,-0.022214,3.000000,2.998877,-1.000000,0.041239
58.25,0.000000,-0.040594,0.000000,-0.012906,3.000000,3.035955,-1.000000,0.034527
58.30,0.000000,-0.038252,0.000000,-0.022673,3.000000,2.994469,-1.000000,0.031569
58.35,0.000000,-0.027846,0.000000,-0.018386,3.000000,2.980313,-1.000000,0.028706
58.40,0.000000,-0.034872,0.000000,-0.020590,3.000000,2.990265,-1.000000,0.025926
58.45,0.000000,-0.037878,0.000000,-0.017892,3.000000,2.992044,-1.000000,0.009075
58.50,0.000000,-0.030194,0.000000,-0.016469,3.000000,2.987008,-1.000000,0.002443
58.55,0.000000,-0.034770,0.000000,-0.009585,3.000000,2.978961,-1.000000,-0.000626
58.60,0.000000,-0.033717,0.000000,-0.014872,3.000000,2.983105,-1.000000,-0.008661
58.65,0.000000,-0.030496,0.000000,-0.025701,3.000000,2.987693,-1.000000,-0.014047
58.71,0.000000,-0.034754,0.000000,-0.027030,3.000000,2.983814,-1.000000,-0.020874
58.76,0.000000,-0.031109,0.000000,-0.033551,3.000000,3.015886,-1.000000,-0.029188
58.81,0.000000,-0.037103,0.000000,-0.027168,3.000000,3.006719,-1.000000,-0.033100
58.86,0.000000,-0.032604,0.000000,-0.028031,3.000000,3.011276,-1.000000,-0.042485
58.91,0.000000,-0.031635,0.000000,-0.026763,3.000000,3.007242,-1.000000,-0.047263
58.96,0.000000,-0.031764,0.000000,-0.027308,3.000000,2.986269,-1.000000,-0.055390
59.01,0.000000,-0.039297,0.000000,-0.025182,3.000000,3.007395,-1.000000,-0.062658
59.06,0.000000,-0.032269,0.000000,-0.031099,3.000000,3.029981,-1.000000,-0.067731
59.11,0.000000,-0.035992,0.000000,-0.028288,3.000000,2.990734,-1.000000,-0.072041
59.16,0.000000,-0.024829,0.000000,-0.034200,3.000000,3.011321,-1.000000,-0.080710
59.21,0.000000,-0.029860,0.000000,-0.023963,3.000000,2.973791,-1.000000,-0.087557
59.26,0.000000,-0.031642,0.000000,-0.026081,3.000000,3.001918,-1.000000,-0.089995
59.31,0.000000,-0.035649,0.000000,-0.027024,3.000000,3.006203,-1.000000,-0.102253
59.36,0.000000,-0.026346,0.000000,-0.028899,3.000000,2.986804,-1.000000,-0.106468
59.41,0.000000,-0.026958,0.000000,-0.029202,3.000000,3.008514,-1.000000,-0.112731
59.46,0.000000,-0.028565,0.000000,-0.036898,3.000000,3.015480,-1.000000,-0.117309
59.51,0.000000,-0.026295,0.000000,-0.033785,3.000000,2.993776,-1.000000,-0.129704
59.56,0.000000,-0.024972,0.000000,-0.028279,3.000000,2.988343,-1.000000,-0.136376
59.61,0.000000,-0.017083,0.000000,-0.027518,3.000000,2.986268,-1.000000,-0.140704
59.66,0.000000,-0.021227,0.000000,-0.032144,3.000000,2.992046,-1.000000,-0.144491
59.71,0.000000,-0.023978,0.000000,-0.030716,3.000000,3.036101,-1.000000,-0.150679
59.76,0.000000,-0.020381,0.000000,-0.033692,3.000000,2.986451,-1.000000,-0.163298
59.81,0.000000,-0.015651,0.000000,-0.037224,3.000000,2.991432,-1.000000,-0.167429
59.86,0.000000,-0.026356,0.000000,-0.037986,3.000000,2.994742,-1.000000,-0.172217
59.91,0.000000,-0.014634,0.000000,-0.023951,3.000000,3.043945,-1.000000,-0.175816
59.96,0.000000,-0.019074,0.000000,-0.029983,3.000000,3.006232,-1.000000,-0.181699
60.01,0.000000,-0.020592,0.000000,-0.032766,3.000000,2.982012,-1.000000,-0.185533
60.06,0.000000,-0.014211,0.000000,-0.041334,3.000000,2.986425,-1.000000,-0.196806
60.11,0.000000,-0.023811,0.000000,-0.030364,3.000000,2.984342,-1.000000,-0.205152
60.16,0.000000,-0.020668,0.000000,-0.036879,3.000000,3.056637,-1.000000,-0.210053
60.21,0.000000,-0.018509,0.000000,-0.030507,3.000000,2.979238,-1.000000,-0.214438
60.26,0.000000,-0.017807,0.000000,-0.029089,3.000000,3.006382,-1.000000,-0.219874
60.31,0.000000,-0.015036,0.000000,-0.036081,3.000000,2.997166,-1.000000,-0.222574
60.36,0.000000,-0.018495,0.000000,-0.031542,3.000000,2.994911,-1.000000,-0.224635
60.41,0.000000,-0.015941,0.000000,-0.031676,3.000000,2.982984,-1.000000,-0.240389
60.46,0.000000,-0.019516,0.000000,-0.028710,3.000000,3.012396,-1.000000,-0.246157
60.51,0.000000,-0.019900,0.000000,-0.033506,3.000000,3.010365,-1.000000,-0.251298
60.56,0.000000,-0.013528,0.000000,-0.034775,3.000000,2.994301,-1.000000,-0.255542
60.61,0.000000,-0.008620,0.000000,-0.048211,3.000000,2.991215,-1.000000,-0.260179
60.66,0.000000,-0.007236,0.000000,-0.039483,3.000000,2.992142,-1.000000,-0.266575
60.71,0.000000,-0.006777,0.000000,-0.039415,3.000000,3.073093,-1.000000,-0.267423
60.76,0.000000,-0.002650,0.000000,-0.034983,3.000000,2.976950,-1.000000,-0.280306
60.81,0.000000,-0.018512,0.000000,-0.033378,3.000000,2.986871,-1.000000,-0.282986
60.86,0.000000,-0.016417,0.000000,-0.039841,3.000000,2.993877,-1.000000,-0.291027
60.91,0.000000,-0.004937,0.000000,-0.035414,3.000000,3.013266,-1.000000,-0.296720
60.96,0.000000,-0.008374,0.000000,-0.033823,3.000000,3.000978,-1.000000,-0.305757
61.01,0.000000,-0.017176,0.000000,-0.031983,3.000000,3.044150,-1.000000,-0.306840
61.06,0.000000,-0.001090,0.000000,-0.039115,3.000000,3.008364,-1.000000,-0.308776
61.11,0.000000,0.000807,0.000000,-0.042632,3.000000,2.992596,-1.000000,-0.311263
61.16,0.000000,-0.004287,0.000000,-0.045563,3.000000,2.995556,-1.000000,-0.313182
61.21,0.000000,-0.003493,0.000000,-0.045420,3.000000,2.984434,-1.000000,-0.331442
61.26,0.000000,-0.004932,0.000000,-0.039350,3.000000,2.982473,-1.000000,-0.336247
61.31,0.000000,-0.007818,0.000000,-0.044933,3.000000,2.986448,-1.000000,-0.338732
61.36,0.000000,-0.004015,0.000000,-0.046564,3.000000,2.983185,-1.000000,-0.341172
61.41,0.000000,-0.007414,0.000000,-0.045199,3.000000,2.991063,-1.000000,-0.347792
61.46,0.000000,-0.008526,0.000000,-0.043776,3.000000,2.991663,-1.000000,-0.357889
61.52,0.000000,-0.009830,0.000000,-0.050400,3.000000,2.988615,-1.000000,-0.363522
61.57,0.000000,-0.011775,0.000000,-0.039270,3.000000,2.984097,-1.000000,-0.364930
61.62,0.000000,-0.005189,0.000000,-0.044384,3.000000,2.972848,-1.000000,-0.368840
61.67,0.000000,-0.004808,0.000000,-0.033129,3.000000,2.956742,-1.000000,-0.370722
61.72,0.000000,-0.006505,0.000000,-0.036904,3.000000,2.988381,-1.000000,-0.373663
61.77,0.000000,-0.001108,0.000000,-0.040254,3.000000,2.988569,-1.000000,-0.389305
61.82,0.000000,-0.005635,0.000000,-0.044722,3.000000,2.988495,-1.000000,-0.391262
61.87,0.000000,-0.001786,0.000000,-0.030153,3.000000,2.976057,-1.000000,-0.395948
61.92,0.000000,-0.002275,0.000000,-0.030764,3.000000,2.990913,-1.000000,-0.398573
61.97,0.000000,0.002480,0.000000,-0.034813,3.000000,2.993338,-1.000000,-0.400007
62.02,0.000000,0.002382,0.000000,-0.028912,3.000000,3.008203,-1.000000,-0.409151
62.07,0.000000,0.000128,0.000000,-0.042140,3.000000,2.989238,-1.000000,-0.417619
62.12,0.000000,0.003669,0.000000,-0.036050,3.000000,2.987943,-1.000000,-0.421063
62.17,0.000000,0.001651,0.000000,-0.033842,3.000000,3.007339,-1.000000,-0.424964
62.22,0.000000,0.010336,0.000000,-0.038000,3.000000,2.979604,-1.000000,-0.427381
62.27,0.000000,0.010320,0.000000,-0.033987,3.000000,2.996211,-1.000000,-0.429477
62.32,0.000000,0.003266,0.000000,-0.033302,3.000000,2.993789,-1.000000,-0.440620
62.37,0.000000,0.000603,0.000000,-0.042838,3.000000,2.990548,-1.000000,-0.447128
62.42,0.000000,0.003161,0.000000,-0.046385,3.000000,3.053159,-1.000000,-0.451012
62.47,0.000000,0.004866,0.000000,-0.036724,3.000000,3.000938,-1.000000,-0.453201
62.52,0.000000,-0.001448,0.000000,-0.045388,3.000000,3.010205,-1.000000,-0.455146
62.57,0.000000,-0.000883,0.000000,-0.048288,3.000000,2.988176,-1.000000,-0.470746
62.62,0.000000,0.006285,0.000000,-0.048460,3.000000,2.993223,-1.000000,-0.469236
62.67,0.000000,-0.001709,0.000000,-0.041111,3.000000,3.008843,-1.000000,-0.475409
62.72,0.000000,-0.006259,0.000000,-0.046346,3.000000,2.991857,-1.000000,-0.480049
62.77,0.000000,0.009935,0.000000,-0.034068,3.000000,2.966007,-1.000000,-0.482026
62.82,0.000000,0.005196,0.000000,-0.044649,3.000000,2.994952,-1.000000,-0.483941
62.87,0.000000,-0.002290,0.000000,-0.046337,3.000000,2.989023,-1.000000,-0.491734
62.92,0.000000,0.003678,0.000000,-0.042009,3.000000,2.990019,-1.000000,-0.497618
62.97,0.000000,0.007814,0.000000,-0.038138,3.000000,2.993694,-1.000000,-0.501155
63.02,0.000000,0.000112,0.000000,-0.050564,3.000000,2.992453,-1.000000,-0.503144
63.07,0.000000,-0.002377,0.000000,-0.051709,3.000000,2.991707,-1.000000,-0.504962
63.12,0.000000,-0.000866,0.000000,-0.046480,3.000000,2.989509,-1.000000,-0.513222
63.17,0.000000,0.000358,0.000000,-0.033383,3.000000,2.991804,-1.000000,-0.518181
63.22,0.000000,0.004099,0.000000,-0.038599,3.000000,2.994989,-1.000000,-0.522490
63.27,0.000000,-0.001969,0.000000,-0.036905,3.000000,3.025992,-1.000000,-0.524449
63.32,0.000000,-0.004771,0.000000,-0.046980,3.000000,2.987711,-1.000000,-0.530303
63.37,0.000000,0.012953,0.000000,-0.049061,3.000000,2.990093,-1.000000,-0.535162
63.42,0.000000,0.001005,0.000000,-0.041416,3.000000,2.997648,-1.000000,-0.540007
63.47,0.000000,0.006575,0.000000,-0.045956,3.000000,2.990900,-1.000000,-0.542524
63.52,0.000000,0.000985,0.000000,-0.047715,3.000000,2.992137,-1.000000,-0.548555
63.57,0.000000,-0.003320,0.000000,-0.045961,3.000000,3.035364,-1.000000,-0.551760
63.62,0.000000,0.004943,0.000000,-0.040560,3.000000,2.999121,-1.000000,-0.555217
63.67,0.000000,0.001990,0.000000,-0.051099,3.000000,2.992107,-1.000000,-0.558165
63.72,0.000000,0.005273,0.000000,-0.037440,3.000000,2.993687,-1.000000,-0.562715
63.77,0.000000,0.000917,0.000000,-0.039306,3.000000,3.003047,-1.000000,-0.564696
63.82,0.000000,-0.000118,0.000000,-0.046498,3.000000,2.994436,-1.000000,-0.567480
63.87,0.000000,0.003935,0.000000,-0.039520,3.000000,3.046383,-1.000000,-0.573317
63.92,0.000000,0.001713,0.000000,-0.045898,3.000000,3.005609,-1.000000,-0.581013
63.97,0.000000,0.008105,0.000000,-0.052008,3.000000,2.995056,-1.000000,-0.581192
64.02,0.000000,0.008245,0.000000,-0.042449,3.000000,2.992181,-1.000000,-0.585691
64.07,0.000000,0.001718,0.000000,-0.046058,3.000000,2.993621,-1.000000,-0.587913
64.12,0.000000,0.007663,0.000000,-0.047877,3.000000,2.995760,-1.000000,-0.589328
64.17,0.000000,0.012170,0.000000,-0.043798,3.000000,3.003361,-1.000000,-0.590867
64.22,0.000000,0.005113,0.000000,-0.043797,3.000000,2.965365,-1.000000,-0.598076
64.27,0.000000,0.005384,0.000000,-0.043644,3.000000,2.995260,-1.000000,-0.600161
64.32,0.000000,0.005576,0.000000,-0.041549,3.000000,3.032955,-1.000000,-0.609493
64.38,0.000000,0.027172,0.000000,-0.028863,3.000000,3.007253,-1.000000,-0.609543
64.43,0.000000,-0.003665,0.000000,-0.037424,3.000000,3.051274,-1.000000,-0.612684
64.48,0.000000,0.009319,0.000000,-0.047710,3.000000,3.002080,-1.000000,-0.613987
64.53,0.000000,0.002452,0.000000,-0.049614,3.000000,2.993415,-1.000000,-0.620055
64.58,0.000000,0.002129,0.000000,-0.046819,3.000000,2.990997,-1.000000,-0.626101
64.63,0.000000,0.004668,0.000000,-0.045723,3.000000,2.981672,-1.000000,-0.628270
64.68,0.000000,0.002082,0.000000,-0.032963,3.000000,2.995409,-1.000000,-0.634999
64.73,0.000000,-0.001258,0.000000,-0.043742,3.000000,2.988793,-1.000000,-0.635927
64.78,0.000000,-0.000827,0.000000,-0.042495,3.000000,2.996180,-1.000000,-0.638730
64.83,0.000000,0.003649,0.000000,-0.039237,3.000000,3.000949,-1.000000,-0.640286
64.88,0.000000,0.003691,0.000000,-0.032529,3.000000,3.000896,-1.000000,-0.642792
64.93,0.000000,0.001228,0.000000,-0.040946,3.000000,2.994754,-1.000000,-0.644254
64.98,0.000000,0.005366,0.000000,-0.040248,3.000000,3.016455,-1.000000,-0.645616
65.03,0.000000,0.006963,0.000000,-0.044337,3.000000,2.995579,-1.000000,-0.646901
65.08,0.000000,0.002046,0.000000,-0.038892,3.000000,2.995391,-1.000000,-0.648126
65.13,0.000000,-0.002024,0.000000,-0.049409,3.000000,2.998784,-1.000000,-0.660553
65.18,0.000000,0.003474,0.000000,-0.043225,3.000000,2.989052,-1.000000,-0.665507
65.23,0.000000,-0.006743,0.000000,-0.042811,3.000000,2.982097,-1.000000,-0.667538
65.28,0.000000,-0.004687,0.000000,-0.046464,3.000000,2.957441,-1.000000,-0.670805
65.33,0.000000,0.002628,0.000000,-0.042985,3.000000,3.015651,-1.000000,-0.672257
65.38,0.000000,0.002564,0.000000,-0.039704,3.000000,2.998331,-1.000000,-0.673705
65.43,0.000000,0.005269,0.000000,-0.038848,3.000000,3.011225,-1.000000,-0.675767
65.48,0.000000,0.004531,0.000000,-0.034191,3.000000,2.989953,-1.000000,-0.677182
65.53,0.000000,-0.008994,0.000000,-0.034866,3.000000,3.010561,-1.000000,-0.689157
65.58,0.000000,-0.000407,0.000000,-0.040281,3.000000,2.964992,-1.000000,-0.689103
65.63,0.000000,-0.005057,0.000000,-0.042534,3.000000,2.999612,-1.000000,-0.690598
65.68,0.000000,-0.000466,0.000000,-0.036924,3.000000,2.964015,-1.000000,-0.691872
65.73,0.000000,0.001969,0.000000,-0.037408,3.000000,2.993604,-1.000000,-0.693202
65.78,0.000000,0.001763,0.000000,-0.040849,3.000000,3.049908,-1.000000,-0.703570
65.83,0.000000,0.000454,0.000000,-0.041189,3.000000,3.025720,-1.000000,-0.700796
65.88,0.000000,-0.000183,0.000000,-0.036156,3.000000,2.992475,-1.000000,-0.708577
65.93,0.000000,0.005803,0.000000,-0.033283,3.000000,3.006911,-1.000000,-0.710208
65.98,0.000000,-0.002502,0.000000,-0.036982,3.000000,3.069666,-1.000000,-0.712424
66.03,0.000000,0.001100,0.000000,-0.035567,3.000000,3.015722,-1.000000,-0.713868
66.08,0.000000,-0.004044,0.000000,-0.036451,3.000000,3.043157,-1.000000,-0.715158
66.13,0.000000,-0.000066,0.000000,-0.038304,3.000000,3.027786,-1.000000,-0.721274
66.18,0.000000,-0.007674,0.000000,-0.036471,3.000000,3.014362,-1.000000,-0.720534
66.23,0.000000,-0.016871,0.000000,-0.042343,3.000000,2.998450,-1.000000,-0.726365
66.28,0.000000,-0.012272,0.000000,-0.039591,3.000000,2.980639,-1.000000,-0.727647
66.33,0.000000,-0.002900,0.000000,-0.038932,3.000000,2.998317,-1.000000,-0.730903
66.38,0.000000,-0.002224,0.000000,-0.042675,3.000000,3.030462,-1.000000,-0.733267
66.43,0.000000,-0.007833,0.000000,-0.025033,3.000000,2.998535,-1.000000,-0.735484
66.48,0.000000,-0.000573,0.000000,-0.036633,3.000000,3.009334,-1.000000,-0.737448
66.53,0.000000,-0.007259,0.000000,-0.038674,3.000000,3.027527,-1.000000,-0.743093
66.58,0.000000,-0.015254,0.000000,-0.035035,3.000000,2.998216,-1.000000,-0.743499
66.63,0.000000,-0.008022,0.000000,-0.031107,3.000000,3.034717,-1.000000,-0.744759
66.68,0.000000,-0.009324,0.000000,-0.033191,3.000000,3.009293,-1.000000,-0.745800
66.73,0.000000,-0.014672,0.000000,-0.030516,3.000000,3.002159,-1.000000,-0.747422
66.78,0.000000,-0.013287,0.000000,-0.034882,3.000000,3.005419,-1.000000,-0.748469
66.83,0.000000,-0.015943,0.000000,-0.026170,3.000000,3.001957,-1.000000,-0.756780
66.88,0.000000,-0.003357,0.000000,-0.037115,3.000000,3.098202,-1.000000,-0.761344
66.93,0.000000,-0.001184,0.000000,-0.032314,3.000000,3.011791,-1.000000,-0.760459
66.98,0.000000,-0.017775,0.000000,-0.035330,3.000000,3.001298,-1.000000,-0.761497
67.03,0.000000,-0.005987,0.000000,-0.036472,3.000000,3.014018,-1.000000,-0.768450
67.08,0.000000,-0.013009,0.000000,-0.024073,3.000000,3.080924,-1.000000,-0.765448
67.14,0.000000,-0.002350,0.000000,-0.013606,3.000000,3.011602,-1.000000,-0.766487
67.19,0.000000,-0.007201,0.000000,-0.015773,3.000000,3.009689,-1.000000,-0.770351
67.24,0.000000,-0.016755,0.000000,-0.039768,3.000000,3.003365,-1.000000,-0.773444
67.29,0.000000,-0.003701,0.000000,-0.032366,3.000000,3.008793,-1.000000,-0.777460
67.34,0.000000,-0.009066,0.000000,-0.027441,3.000000,3.029659,-1.000000,-0.777283
67.39,0.000000,-0.009401,0.000000,-0.024566,3.000000,3.019464,-1.000000,-0.779926
67.44,0.000000,-0.020722,0.000000,-0.037475,3.000000,3.011637,-1.000000,-0.780543
67.49,0.000000,-0.016000,0.000000,-0.035845,3.000000,3.012269,-1.000000,-0.781557
67.54,0.000000,-0.014789,0.000000,-0.038726,3.000000,2.995916,-1.000000,-0.782975
67.59,0.000000,-0.013041,0.000000,-0.028722,3.000000,3.009342,-1.000000,-0.790509
67.64,0.000000,-0.025336,0.000000,-0.037669,3.000000,3.001397,-1.000000,-0.793892
67.69,0.000000,-0.022279,0.000000,-0.024853,3.000000,3.006884,-1.000000,-0.793402
67.74,0.000000,-0.020377,0.000000,-0.027024,3.000000,2.989227,-1.000000,-0.795074
67.79,0.000000,-0.017669,0.000000,-0.029227,3.000000,2.999238,-1.000000,-0.795996
67.84,0.000000,-0.018009,0.000000,-0.030806,3.000000,3.014945,-1.000000,-0.796877
67.89,0.000000,-0.017709,0.000000,-0.038705,3.000000,2.997612,-1.000000,-0.798376
67.94,0.000000,-0.014239,0.000000,-0.034637,3.000000,2.985943,-1.000000,-0.805074
67.99,0.000000,-0.020761,0.000000,-0.036744,3.000000,3.001212,-1.000000,-0.805544
68.04,0.000000,-0.024456,0.000000,-0.023910,3.000000,3.011267,-1.000000,-0.807628
68.09,0.000000,-0.019756,0.000000,-0.025485,3.000000,3.005363,-1.000000,-0.810322
68.14,0.000000,-0.014175,0.000000,-0.031666,3.000000,3.003175,-1.000000,-0.813360
68.19,0.000000,-0.025547,0.000000,-0.025986,3.000000,3.035423,-1.000000,-0.814734
68.24,0.000000,-0.025409,0.000000,-0.023437,3.000000,3.016250,-1.000000,-0.814484
68.29,0.000000,-0.025135,0.000000,-0.027231,3.000000,3.018906,-1.000000,-0.814946
68.34,0.000000,-0.019351,0.000000,-0.027782,3.000000,2.969398,-1.000000,-0.821228
68.39,0.000000,-0.026029,0.000000,-0.028482,3.000000,3.021122,-1.000000,-0.821167
68.44,0.000000,-0.023170,0.000000,-0.022877,3.000000,2.989678,-1.000000,-0.822582
68.49,0.000000,-0.023975,0.000000,-0.028437,3.000000,2.998427,-1.000000,-0.823342
68.54,0.000000,-0.033997,0.000000,-0.031915,3.000000,3.002126,-1.000000,-0.824112
68.59,0.000000,-0.028068,0.000000,-0.027991,3.000000,2.998506,-1.000000,-0.825017
68.64,0.000000,-0.026853,0.000000,-0.027659,3.000000,3.024219,-1.000000,-0.825622
68.69,0.000000,-0.031511,0.000000,-0.023967,3.000000,3.000767,-1.000000,-0.826980
68.74,0.000000,-0.024665,0.000000,-0.025026,3.000000,3.005742,-1.000000,-0.836477
68.79,0.000000,-0.026602,0.000000,-0.030639,3.000000,3.001332,-1.000000,-0.835888
68.84,0.000000,-0.022053,0.000000,-0.022185,3.000000,3.029107,-1.000000,-0.836947
68.89,0.000000,-0.022939,0.000000,-0.027418,3.000000,2.976206,-1.000000,-0.838085
68.94,0.000000,-0.022939,0.000000,-0.027418,3.000000,2.976206,-1.000000,-0.838085
68.99,0.000000,-0.029363,0.000000,-0.030935,3.000000,2.993392,-1.000000,-0.839451
69.04,0.000000,-0.025540,0.000000,-0.031331,3.000000,2.983356,-1.000000,-0.841396
69.09,0.000000,-0.038879,0.000000,-0.030104,3.000000,3.011509,-1.000000,-0.842123
69.14,0.000000,-0.029025,0.000000,-0.023951,3.000000,3.007635,-1.000000,-0.842703
69.19,0.000000,-0.034453,0.000000,-0.028400,3.000000,2.975239,-1.000000,-0.850220
69.24,0.000000,-0.027701,0.000000,-0.036021,3.000000,2.995094,-1.000000,-0.849885
69.29,0.000000,-0.033031,0.000000,-0.027328,3.000000,3.016079,-1.000000,-0.852047
69.34,0.000000,-0.028071,0.000000,-0.026863,3.000000,2.997946,-1.000000,-0.853481
69.39,0.000000,-0.031506,0.000000,-0.033503,3.000000,2.994898,-1.000000,-0.854232
