time,velX_d,velX,velY_d,velY,z_d,z,velYaw_d,velYaw
12.66,0.000000,-0.093201,0.000000,-0.011683,1.501872,1.003248,0.000000,-0.000097
12.67,0.000000,-0.082063,0.000000,0.022821,1.503248,1.003248,0.000000,-0.000239
12.68,0.000000,-0.078587,0.000000,0.026297,1.503248,1.003248,0.000000,0.000104
12.69,0.000000,0.040337,0.000000,-0.064547,1.503248,1.003248,0.000000,0.000432
12.70,0.000000,0.071955,0.000000,0.032319,1.505248,1.006606,0.000000,-0.000469
12.71,0.000000,0.076263,0.000000,0.028010,1.506606,1.006606,0.000000,0.000052
12.71,0.000000,0.083070,0.000000,-0.021204,1.506606,1.006606,0.000000,0.000435
12.72,0.000000,0.017482,0.000000,-0.086792,1.506606,1.006606,0.000000,0.000103
12.73,0.000000,-0.036266,0.000000,0.068645,1.508606,1.009976,0.000000,-0.001028
12.75,0.000000,-0.050818,0.000000,0.054092,1.509976,1.009976,0.000000,0.000077
12.75,0.000000,-0.092213,0.000000,0.012697,1.509976,1.009976,0.000000,0.000817
12.76,0.000000,-0.056819,0.000000,-0.048091,1.509976,1.009976,0.000000,0.000855
12.78,0.000000,-0.036921,0.000000,-0.067281,1.511976,1.013338,0.000000,0.000059
12.79,0.000000,0.047203,0.000000,0.056998,1.513338,1.013338,0.000000,-0.000854
12.79,0.000000,0.074839,0.000000,0.029363,1.513338,1.013338,0.000000,0.000037
12.80,0.000000,0.076509,0.000000,-0.027693,1.513338,1.013338,0.000000,0.000435
12.81,0.000000,0.067933,0.000000,-0.036712,1.515338,1.016696,0.000000,0.000014
12.82,0.000000,-0.036672,0.000000,0.067974,1.516696,1.016696,0.000000,-0.000453
12.83,0.000000,-0.086383,0.000000,-0.018262,1.516696,1.016696,0.000000,0.000517
12.84,0.000000,-0.069894,0.000000,-0.034751,1.516696,1.016696,0.000000,0.000192
12.84,0.000000,-0.077125,0.000000,0.027112,1.518696,1.020060,0.000000,-0.000301
12.85,0.000000,0.095609,0.000000,0.008628,1.520060,1.020060,0.000000,0.000099
12.86,0.000000,0.079867,0.000000,-0.024370,1.520060,1.020060,0.000000,0.000213
12.87,0.000000,0.094428,0.000000,0.009809,1.520060,1.020060,0.000000,-0.000126
12.87,0.000000,-0.079052,0.000000,0.025703,1.522060,1.023419,0.000000,0.000040
12.88,0.000000,-0.057791,0.000000,-0.046963,1.523419,1.023419,0.000000,0.000366
12.89,0.000000,-0.079058,0.000000,0.025696,1.523419,1.023419,0.000000,-0.000310
12.89,0.000000,0.056596,0.000000,0.048159,1.523419,1.023419,0.000000,0.000074
12.90,0.000000,0.024829,0.000000,-0.079458,1.525419,1.026776,0.000000,0.000697
12.91,0.000000,0.072466,0.000000,-0.031822,1.526776,1.026776,0.000000,-0.000460
12.92,0.000000,-0.004274,0.000000,0.100014,1.526776,1.026776,0.000000,-0.000784
12.92,0.000000,-0.069594,0.000000,0.034693,1.526776,1.026776,0.000000,0.000678
12.93,0.000000,-0.020930,0.000000,-0.083383,1.528776,1.030136,0.000000,0.001023
12.94,0.000000,-0.014319,0.000000,-0.089994,1.530136,1.030136,0.000000,-0.000257
12.95,0.000000,0.009614,0.000000,0.094699,1.530136,1.030136,0.000000,-0.001399
12.96,0.000000,0.021534,0.000000,0.082779,1.530136,1.030136,0.000000,0.000103
12.97,0.000000,0.046473,0.000000,-0.057815,1.532136,1.033490,0.000000,0.001211
12.98,0.000000,0.019211,0.000000,-0.085076,1.533490,1.033490,0.000000,0.000269
12.99,0.000000,-0.016081,0.000000,0.088206,1.533490,1.033490,0.000000,-0.000889
13.00,0.000000,-0.089248,0.000000,0.015039,1.533490,1.033490,0.000000,0.000415
13.01,0.000000,-0.000741,0.000000,-0.103393,1.535490,1.036847,0.000000,0.000542
13.02,0.000000,0.031013,0.000000,0.073121,1.536847,1.036847,0.000000,-0.000892
13.03,0.000000,0.050176,0.000000,0.053959,1.536847,1.036847,0.000000,0.000228
13.04,0.000000,0.022138,0.000000,-0.081997,1.536847,1.036847,0.000000,0.000915
13.05,0.000000,-0.015244,0.000000,-0.089145,1.538847,1.040202,0.000000,-0.000307
13.06,0.000000,-0.011882,0.000000,0.092508,1.540202,1.040202,0.000000,-0.001409
13.06,0.000000,-0.017056,0.000000,0.087333,1.540202,1.040202,0.000000,0.000086
13.07,0.000000,-0.101231,0.000000,0.003158,1.540202,1.040202,0.000000,0.001274
13.08,0.000000,0.009294,0.000000,-0.094670,1.542202,1.043555,0.000000,0.001107
13.09,0.000000,0.039439,0.000000,-0.064525,1.543555,1.043555,0.000000,-0.000343
13.10,0.000000,0.055739,0.000000,0.048225,1.543555,1.043555,0.000000,-0.001147
13.11,0.000000,0.039059,0.000000,0.064905,1.543555,1.043555,0.000000,-0.000301
13.11,0.000000,0.054899,0.000000,0.049453,1.545555,1.046907,0.000000,0.000644
13.12,0.000000,-0.011267,0.000000,-0.093085,1.546907,1.046907,0.000000,0.001206
13.13,0.000000,-0.044577,0.000000,-0.059775,1.546907,1.046907,0.000000,-0.000229
13.14,0.000000,-0.060938,0.000000,0.043414,1.546907,1.046907,0.000000,-0.000995
13.14,0.000000,-0.043846,0.000000,0.060267,1.548907,1.050264,0.000000,-0.000251
13.15,0.000000,-0.065429,0.000000,0.038683,1.550264,1.050264,0.000000,0.000610
13.16,0.000000,0.017306,0.000000,-0.086807,1.550264,1.050264,0.000000,0.001019
13.16,0.000000,0.056011,0.000000,-0.048102,1.550264,1.050264,0.000000,-0.000298
13.17,-0.027488,0.063262,0.007133,0.040757,1.551909,1.053608,-0.003847,-0.000884
13.18,-0.027488,0.041987,0.007133,0.062031,1.553554,1.053608,-0.003847,-0.000306
13.19,-0.027488,0.023472,0.007133,0.080546,1.553608,1.053608,-0.003847,0.000463
13.19,-0.027488,-0.033795,0.007133,-0.070223,1.553608,1.053608,-0.003847,0.001307
13.20,-0.027488,-0.048996,0.007133,-0.055525,1.555253,1.056969,-0.003847,-0.000016
13.21,-0.027488,-0.080049,0.007133,-0.024473,1.556898,1.056969,-0.003847,-0.000956
13.22,-0.026886,-0.077231,0.006336,0.027290,1.556969,1.056969,-0.003970,-0.001309
13.23,-0.026886,-0.061401,0.006336,0.043120,1.556969,1.056969,-0.003970,-0.000872
13.23,-0.026886,-0.059680,0.006336,0.044306,1.558607,1.060322,-0.003970,-0.000269
13.25,-0.026886,-0.071736,0.006336,0.032250,1.560245,1.060322,-0.003970,0.000245
13.25,-0.026886,-0.080349,0.006336,-0.023637,1.560322,1.060322,-0.003970,0.000477
13.26,-0.026886,-0.033863,0.006336,-0.070123,1.560322,1.060322,-0.003970,-0.000108
13.27,-0.027383,0.078516,0.006835,0.025081,1.561955,1.063659,-0.003476,-0.001217
13.29,-0.027383,0.055416,0.006835,0.048181,1.563588,1.063659,-0.003476,-0.000877
13.30,-0.027383,0.069407,0.006835,0.034190,1.563659,1.063659,-0.003476,-0.000280
13.31,-0.027383,-0.009965,0.006835,-0.093632,1.563659,1.063659,-0.003476,0.000024
13.32,-0.027383,-0.058805,0.006835,0.045598,1.565292,1.067012,-0.003476,-0.001411
13.33,-0.027764,-0.063721,0.007203,0.040682,1.566924,1.067012,-0.003886,-0.000790
13.34,-0.027764,-0.085183,0.007203,0.019220,1.567012,1.067012,-0.003886,-0.000336
13.34,-0.027764,-0.088982,0.007203,-0.015420,1.567012,1.067012,-0.003886,-0.000259
13.35,-0.027764,-0.078953,0.007203,-0.024873,1.568644,1.070361,-0.003886,-0.000672
13.36,-0.027764,-0.087358,0.007203,0.016468,1.570275,1.070361,-0.003886,-0.001149
13.37,-0.027220,0.044410,0.006493,0.059416,1.570361,1.070361,-0.003963,-0.001004
13.38,-0.027220,0.068084,0.006493,-0.035742,1.570361,1.070361,-0.003963,-0.000301
13.39,-0.027220,0.075165,0.006493,-0.028833,1.571982,1.073699,-0.003963,-0.000967
13.40,-0.027220,0.027539,0.006493,0.076459,1.573603,1.073699,-0.003963,-0.001436
13.40,-0.027220,-0.079996,0.006493,-0.024002,1.573699,1.073699,-0.003963,-0.000457
13.41,-0.027220,-0.088835,0.006493,-0.015164,1.573699,1.073699,-0.003963,-0.000969
13.42,-0.027220,-0.090624,0.006493,0.013421,1.575320,1.077053,-0.003963,-0.001291
13.43,-0.027327,-0.077331,0.006379,0.026714,1.576934,1.077053,-0.004006,-0.001182
13.43,-0.027327,-0.082866,0.006379,0.021179,1.577053,1.077053,-0.004006,-0.000913
13.44,-0.027327,-0.011028,0.006379,-0.093017,1.577053,1.077053,-0.004006,-0.000773
13.45,-0.027327,0.034563,0.006379,0.069054,1.578667,1.080389,-0.004006,-0.002137
13.46,-0.027327,0.043377,0.006379,0.060239,1.580281,1.080389,-0.004006,-0.001142
13.46,-0.027327,0.092528,0.006379,0.011088,1.580389,1.080389,-0.004006,-0.000421
13.47,-0.027327,-0.008995,0.006379,-0.094622,1.580389,1.080389,-0.004006,-0.000491
13.48,-0.027010,-0.092669,0.006991,0.011666,1.581998,1.083739,-0.003535,-0.001965
13.49,-0.027010,-0.062405,0.006991,0.041930,1.583607,1.083739,-0.003535,-0.001811
13.49,-0.027010,-0.066632,0.006991,0.037702,1.583739,1.083739,-0.003535,-0.001258
13.50,-0.027010,-0.088810,0.006991,0.015524,1.583739,1.083739,-0.003535,-0.000852
13.51,-0.027010,-0.078112,0.006991,-0.025608,1.585348,1.087084,-0.003535,-0.000828
13.52,-0.027010,-0.066079,0.006991,-0.037641,1.586957,1.087084,-0.003535,-0.001369
13.53,-0.027010,0.018900,0.006991,0.084819,1.587084,1.087084,-0.003535,-0.001978
13.54,-0.027010,0.075273,0.006991,-0.028446,1.587084,1.087084,-0.003535,-0.000873
13.55,-0.027010,0.078076,0.006991,-0.025816,1.588693,1.090419,-0.003535,-0.001425
13.56,-0.027010,-0.009586,0.006991,0.094306,1.590301,1.090419,-0.003535,-0.001855
13.57,-0.027010,-0.056254,0.006991,-0.047638,1.590419,1.090419,-0.003535,-0.000660
13.58,-0.027289,-0.073985,0.007062,-0.029907,1.590419,1.090419,-0.003572,-0.001530
13.59,-0.027289,-0.084804,0.007062,0.019147,1.592013,1.093768,-0.003572,-0.002035
13.60,-0.027289,-0.065413,0.007062,0.038538,1.593607,1.093768,-0.003572,-0.001799
13.61,-0.027289,-0.067418,0.007062,0.036533,1.593768,1.093768,-0.003572,-0.001331
13.62,-0.027289,-0.073370,0.007062,-0.030581,1.593768,1.093768,-0.003572,-0.000978
13.63,-0.026945,0.061389,0.006635,-0.042052,1.595361,1.097102,-0.003251,-0.001578
13.64,-0.026945,0.038906,0.006635,0.064535,1.596953,1.097102,-0.003251,-0.002206
13.64,-0.026945,0.043916,0.006635,0.059525,1.597102,1.097102,-0.003251,-0.001329
13.65,-0.026945,-0.015791,0.006635,-0.087651,1.597102,1.097102,-0.003251,-0.000671
13.66,-0.026945,-0.093266,0.006635,-0.010803,1.598695,1.100446,-0.003251,-0.002068
13.67,-0.026945,-0.051010,0.006635,0.053059,1.600287,1.100446,-0.003251,-0.002236
13.68,-0.026945,-0.055098,0.006635,0.048971,1.600446,1.100446,-0.003251,-0.001515
13.69,-0.027227,-0.085016,0.006703,-0.019052,1.600446,1.100446,-0.003286,-0.000969
13.69,-0.027227,-0.039834,0.006703,-0.063722,1.602024,1.103784,-0.003286,-0.001428
13.70,-0.027227,0.025902,0.006703,0.077654,1.603602,1.103784,-0.003286,-0.002396
13.71,-0.027227,0.066566,0.006703,0.036990,1.603784,1.103784,-0.003286,-0.001343
13.71,-0.027227,0.009169,0.006703,-0.094388,1.603784,1.103784,-0.003286,-0.000995
13.72,-0.027227,-0.053987,0.006703,0.050025,1.605362,1.107124,-0.003286,-0.002436
13.73,-0.027227,-0.061741,0.006703,0.042270,1.606940,1.107124,-0.003286,-0.001754
13.73,-0.027227,-0.099250,0.006703,-0.004761,1.607124,1.107124,-0.003286,-0.001277
13.74,-0.027227,-0.071149,0.006703,-0.032862,1.607124,1.107124,-0.003286,-0.001511
13.75,-0.027227,-0.047452,0.006703,0.056041,1.608701,1.110461,-0.003286,-0.002078
13.76,-0.027227,0.062355,0.006703,-0.041138,1.610279,1.110461,-0.003286,-0.001389
13.77,-0.027227,0.065593,0.006703,0.037900,1.610461,1.110461,-0.003286,-0.002066
13.77,-0.027227,-0.000713,0.006703,0.102780,1.610461,1.110461,-0.003286,-0.001601
13.78,-0.026896,-0.024554,0.007031,-0.079461,1.612033,1.113800,-0.004461,-0.000393
13.79,-0.026896,-0.040199,0.007031,-0.063817,1.613605,1.113800,-0.004461,-0.001819
13.80,-0.026896,-0.087467,0.007031,-0.016548,1.613800,1.113800,-0.004461,-0.002818
13.81,-0.026896,-0.055817,0.007031,0.048198,1.613800,1.113800,-0.004461,-0.002996
13.82,-0.026896,-0.045138,0.007031,0.058521,1.615372,1.117141,-0.004461,-0.002241
13.83,-0.026896,-0.050199,0.007031,0.053460,1.616945,1.117141,-0.004461,-0.001450
13.84,-0.027514,-0.097699,0.006772,0.005961,1.617141,1.117141,-0.003322,-0.000878
13.85,-0.027514,-0.028514,0.006772,-0.075145,1.617141,1.117141,-0.003322,-0.001062
13.86,-0.027514,0.030936,0.006772,-0.072409,1.618704,1.120470,-0.003322,-0.002302
13.87,-0.027514,0.028554,0.006772,0.074791,1.620266,1.120470,-0.003322,-0.003277
13.88,-0.027514,0.024255,0.006772,0.079090,1.620470,1.120470,-0.003322,-0.002124
13.89,-0.027227,0.029699,0.006319,0.073646,1.620470,1.120470,-0.003779,-0.001086
13.90,-0.027227,-0.017597,0.006319,-0.086373,1.622023,1.123808,-0.003779,-0.000333
13.91,-0.027227,-0.036524,0.006319,-0.067446,1.623576,1.123808,-0.003779,-0.001856
13.92,-0.027227,-0.083830,0.006319,-0.020140,1.623808,1.123808,-0.003779,-0.002903
13.93,-0.027227,-0.057259,0.006319,0.046711,1.623808,1.123808,-0.003779,-0.003123
13.93,-0.027227,-0.047524,0.006319,0.056126,1.625361,1.127149,-0.003779,-0.002375
13.94,-0.027344,-0.053676,0.006403,0.049973,1.626910,1.127149,-0.003834,-0.001601
13.95,-0.027344,-0.094540,0.006403,0.009109,1.627149,1.127149,-0.003834,-0.001056
13.96,-0.027344,-0.041785,0.006403,-0.061864,1.627149,1.127149,-0.003834,-0.001186
13.97,-0.027344,-0.005879,0.006403,-0.097408,1.628698,1.130477,-0.003834,-0.002252
13.97,-0.027344,0.024860,0.006403,0.078426,1.630246,1.130477,-0.003834,-0.003587
13.98,-0.027344,0.026640,0.006403,0.076646,1.630477,1.130477,-0.003834,-0.002354
13.99,-0.027344,0.038647,0.006403,0.064640,1.630477,1.130477,-0.003834,-0.001321
13.99,-0.027476,0.014607,0.007284,-0.089238,1.632022,1.133810,-0.003706,-0.000651
14.00,-0.027476,-0.038957,0.007284,-0.064888,1.633567,1.133810,-0.003706,-0.002161
14.01,-0.027476,-0.062152,0.007284,0.041693,1.633810,1.133810,-0.003706,-0.003118
14.01,-0.027476,-0.053218,0.007284,0.050627,1.633810,1.133810,-0.003706,-0.002494
14.02,-0.027476,-0.063964,0.007284,0.039726,1.635355,1.137151,-0.003706,-0.001828
14.03,-0.027476,-0.100785,0.007284,0.002906,1.636900,1.137151,-0.003706,-0.001426
14.04,-0.027476,-0.065757,0.007284,-0.037933,1.637151,1.137151,-0.003706,-0.001607
14.04,-0.027125,-0.060569,0.006928,-0.043121,1.637151,1.137151,-0.003381,-0.002311
14.05,-0.027125,0.023115,0.006928,0.080063,1.638685,1.140476,-0.003381,-0.002949
14.06,-0.027125,0.063401,0.006928,0.039777,1.640220,1.140476,-0.003381,-0.001845
14.07,-0.027125,0.057709,0.006928,-0.045469,1.640476,1.140476,-0.003381,-0.001446
14.08,-0.027125,0.033819,0.006928,-0.069359,1.640476,1.140476,-0.003381,-0.002245
14.09,-0.027125,-0.034715,0.006928,0.069246,1.642011,1.143812,-0.003381,-0.003218
14.10,-0.027415,-0.051149,0.006924,0.052813,1.643537,1.143812,-0.003413,-0.002197
14.11,-0.027415,-0.079215,0.006924,0.024746,1.643812,1.143812,-0.003413,-0.001547
14.12,-0.027415,-0.086726,0.006924,-0.017236,1.643812,1.143812,-0.003413,-0.001399
14.13,-0.027415,-0.074133,0.006924,-0.029365,1.645339,1.147150,-0.003413,-0.001860
14.14,-0.027415,-0.082813,0.006924,-0.020686,1.646865,1.147150,-0.003413,-0.002420
14.15,-0.027407,-0.073649,0.006061,0.029850,1.647150,1.147150,-0.003416,-0.002763
14.16,-0.027407,-0.025070,0.006061,0.078428,1.647150,1.147150,-0.003416,-0.002353
14.17,-0.027407,0.062247,0.006061,-0.040868,1.648672,1.150470,-0.003416,-0.001368
14.18,-0.027407,0.068649,0.006061,-0.034466,1.650195,1.150470,-0.003416,-0.002109
14.19,-0.027407,0.071769,0.006061,0.031346,1.650470,1.150470,-0.003416,-0.002651
14.19,-0.026715,-0.020368,0.007010,0.082747,1.650470,1.150470,-0.003435,-0.002232
14.20,-0.026715,-0.051331,0.007010,-0.052574,1.651984,1.153807,-0.003435,-0.001237
14.21,-0.026715,-0.066160,0.007010,-0.037745,1.653499,1.153807,-0.003435,-0.002196
14.22,-0.026715,-0.098410,0.007010,0.005495,1.653807,1.153807,-0.003435,-0.002813
14.23,-0.026715,-0.067847,0.007010,0.036058,1.653807,1.153807,-0.003435,-0.002740
14.23,-0.026715,-0.060176,0.007010,0.043174,1.655321,1.157140,-0.003435,-0.002247
14.24,-0.026715,-0.072254,0.007010,0.031097,1.656835,1.157140,-0.003435,-0.001737
14.25,-0.027186,-0.039055,0.007452,-0.064295,1.657140,1.157140,-0.002948,-0.001492
14.25,-0.027186,0.098390,0.007452,-0.004960,1.657140,1.157140,-0.002948,-0.002550
14.26,-0.027186,0.039671,0.007452,0.063796,1.658652,1.160462,-0.002948,-0.002639
14.27,-0.027186,0.030317,0.007452,0.073149,1.660164,1.160462,-0.002948,-0.001808
14.28,-0.027186,-0.028968,0.007452,-0.074499,1.660462,1.160462,-0.002948,-0.001012
14.28,-0.027186,-0.049850,0.007452,-0.053617,1.660462,1.160462,-0.002948,-0.002312
14.29,-0.027186,-0.095473,0.007452,0.008215,1.661974,1.163800,-0.002948,-0.003130
14.30,-0.027010,-0.057865,0.007086,0.045824,1.663471,1.163800,-0.003474,-0.002969
14.31,-0.027010,-0.052003,0.007086,0.051685,1.663800,1.163800,-0.003474,-0.002296
14.32,-0.027010,-0.063632,0.007086,0.040056,1.663800,1.163800,-0.003474,-0.001646
14.33,-0.027010,-0.067575,0.007086,-0.035653,1.665297,1.167126,-0.003474,-0.001283
14.34,-0.027010,-0.023473,0.007086,-0.079755,1.666794,1.167126,-0.003474,-0.002005
14.34,-0.027010,0.036146,0.007086,0.067083,1.667126,1.167126,-0.003474,-0.003183
14.35,-0.027419,0.045053,0.006732,0.058176,1.667126,1.167126,-0.003053,-0.002221
14.36,-0.027419,0.083808,0.006732,-0.019719,1.668621,1.170449,-0.003053,-0.001515
14.37,-0.027419,-0.043355,0.006732,-0.060172,1.670116,1.170449,-0.003053,-0.001955
14.38,-0.027419,-0.062374,0.006732,0.041153,1.670449,1.170449,-0.003053,-0.002870
14.39,-0.027419,-0.064558,0.006732,0.038969,1.670449,1.170449,-0.003053,-0.002297
14.40,-0.027119,-0.084108,0.006204,0.019422,1.671937,1.173785,-0.002637,-0.001835
14.41,-0.027119,-0.086879,0.006204,-0.016652,1.673425,1.173785,-0.002637,-0.001709
14.42,-0.027119,-0.075996,0.006204,-0.027535,1.673785,1.173785,-0.002637,-0.002093
14.43,-0.027119,-0.064244,0.006204,0.039287,1.673785,1.173785,-0.002637,-0.002557
14.44,-0.027119,0.086958,0.006204,0.016020,1.675273,1.177104,-0.002637,-0.002062
14.45,-0.027119,0.080804,0.006204,-0.022174,1.676761,1.177104,-0.002637,-0.001933
14.46,-0.026878,0.077737,0.006758,0.025241,1.677104,1.177104,-0.003053,-0.002325
14.46,-0.026878,-0.101643,0.006758,0.001335,1.677104,1.177104,-0.003053,-0.002044
14.47,-0.026878,-0.099944,0.006758,0.003706,1.678585,1.180438,-0.003053,-0.002138
14.48,-0.026878,-0.093001,0.006758,0.010649,1.680066,1.180438,-0.003053,-0.002185
14.49,-0.026878,-0.089055,0.006758,0.014596,1.680438,1.180438,-0.003053,-0.002131
14.50,-0.026878,-0.097072,0.006758,0.006578,1.680438,1.180438,-0.003053,-0.002034
14.50,-0.027312,0.091885,0.007164,-0.011019,1.681917,1.183757,-0.003514,-0.002061
14.51,-0.027312,0.084845,0.007164,0.018059,1.683396,1.183757,-0.003514,-0.002303
14.52,-0.027312,0.075174,0.007164,0.027730,1.683757,1.183757,-0.003514,-0.002124
14.52,-0.027312,-0.067419,0.007164,-0.035485,1.683757,1.183757,-0.003514,-0.001850
14.53,-0.027312,-0.080936,0.007164,0.022760,1.685237,1.187090,-0.003514,-0.002463
14.54,-0.027312,-0.079873,0.007164,0.023823,1.686716,1.187090,-0.003514,-0.002213
14.55,-0.027312,-0.091865,0.007164,0.011830,1.687090,1.187090,-0.003514,-0.001985
14.55,-0.026646,-0.094787,0.007307,-0.008908,1.687090,1.187090,-0.002576,-0.001959
14.56,-0.026646,-0.099576,0.007307,-0.003437,1.688556,1.190414,-0.002576,-0.002209
14.57,-0.026646,0.072649,0.007307,0.030364,1.690021,1.190414,-0.002576,-0.002344
14.58,-0.026646,0.096335,0.007307,0.006678,1.690414,1.190414,-0.002576,-0.001992
14.59,-0.026646,0.094131,0.007307,-0.008882,1.690414,1.190414,-0.002576,-0.002005
14.60,-0.026646,0.013407,0.007307,0.090381,1.691879,1.193737,-0.002576,-0.002220
14.61,-0.027621,-0.046121,0.007244,-0.057667,1.693340,1.193737,-0.003556,-0.001128
14.62,-0.027621,-0.064204,0.007244,-0.039584,1.693737,1.193737,-0.003556,-0.002184
14.63,-0.027621,-0.097642,0.007244,-0.006146,1.693737,1.193737,-0.003556,-0.002837
14.64,-0.027621,-0.076774,0.007244,0.026678,1.695199,1.197074,-0.003556,-0.002918
14.65,-0.027621,-0.066392,0.007244,0.037059,1.696660,1.197074,-0.003556,-0.002513
14.66,-0.027668,-0.066384,0.006411,0.037068,1.697074,1.197074,-0.002780,-0.002015
14.67,-0.027668,-0.078875,0.006411,0.024577,1.697074,1.197074,-0.002780,-0.001586
14.68,-0.027668,-0.078953,0.006411,-0.023987,1.698531,1.200392,-0.002780,-0.001421
14.69,-0.027668,-0.030189,0.006411,-0.072751,1.699988,1.200392,-0.002780,-0.001948
14.70,-0.027668,0.054468,0.006411,0.048472,1.700392,1.200392,-0.002780,-0.003022
14.70,-0.027668,0.058515,0.006411,0.044425,1.700392,1.200392,-0.002780,-0.002304
14.71,-0.026461,0.077781,0.006921,0.025532,1.701842,1.203707,-0.003110,-0.001739
14.72,-0.026461,0.061797,0.006921,-0.041516,1.703291,1.203707,-0.003110,-0.001536
14.73,-0.026461,-0.071438,0.006921,-0.031875,1.703707,1.203707,-0.003110,-0.002261
14.74,-0.026461,-0.062033,0.006921,0.041280,1.703707,1.203707,-0.003110,-0.002751
14.75,-0.026461,-0.067446,0.006921,0.036118,1.705156,1.207042,-0.003110,-0.002184
14.76,-0.026461,-0.085092,0.006921,0.018472,1.706605,1.207042,-0.003110,-0.001768
14.76,-0.026564,-0.093412,0.006928,-0.010152,1.707042,1.207042,-0.002240,-0.001668
14.77,-0.026564,-0.081578,0.006928,-0.021986,1.707042,1.207042,-0.002240,-0.001971
14.78,-0.026564,-0.100432,0.006928,0.002491,1.708487,1.210362,-0.002240,-0.002382
14.78,-0.026564,0.041877,0.006928,0.061046,1.709931,1.210362,-0.002240,-0.002397
14.79,-0.026564,0.087129,0.006928,-0.015794,1.710362,1.210362,-0.002240,-0.001621
14.80,-0.026564,0.079601,0.006928,-0.023322,1.710362,1.210362,-0.002240,-0.001976
14.80,-0.026564,0.071746,0.006928,0.031812,1.711806,1.213680,-0.002240,-0.002374
14.81,-0.027192,-0.085132,0.006423,0.018426,1.713239,1.213680,-0.003619,-0.001980
14.82,-0.027192,-0.094355,0.006423,-0.009203,1.713680,1.213680,-0.003619,-0.001846
14.83,-0.027192,-0.100524,0.006423,-0.003034,1.713680,1.213680,-0.003619,-0.002102
14.83,-0.027192,-0.091210,0.006423,0.012009,1.715113,1.217012,-0.003619,-0.002237
14.85,-0.027192,-0.080552,0.006423,0.022666,1.716546,1.217012,-0.003619,-0.002146
14.85,-0.027192,-0.082696,0.006423,0.020523,1.717012,1.217012,-0.003619,-0.001928
14.86,-0.026374,0.063212,0.006530,-0.040006,1.717012,1.217012,-0.002777,-0.001783
14.87,-0.026374,0.086625,0.006530,0.016399,1.718439,1.220324,-0.002777,-0.002434
14.88,-0.026374,0.066818,0.006530,0.036205,1.719866,1.220324,-0.002777,-0.002232
14.89,-0.026374,0.065755,0.006530,0.037268,1.720324,1.220324,-0.002777,-0.001799
14.90,-0.026374,-0.057680,0.006530,-0.045343,1.720324,1.220324,-0.002777,-0.001437
14.91,-0.026374,-0.080958,0.006530,-0.022758,1.721751,1.223658,-0.002777,-0.002242
14.92,-0.027392,-0.094124,0.007530,0.009592,1.723170,1.223658,-0.002676,-0.002621
14.93,-0.027392,-0.077827,0.007530,0.025889,1.723658,1.223658,-0.002676,-0.002501
14.94,-0.027392,-0.073482,0.007530,0.030234,1.723658,1.223658,-0.002676,-0.002161
14.95,-0.027392,-0.077230,0.007530,0.025818,1.725076,1.226981,-0.002676,-0.001812
14.96,-0.027392,-0.096289,0.007530,0.006759,1.726495,1.226981,-0.002676,-0.001589
14.97,-0.027508,-0.064386,0.006496,-0.038662,1.726981,1.226981,-0.003663,-0.001676
14.98,-0.027508,0.102484,0.006496,0.000564,1.726981,1.226981,-0.003663,-0.002348
14.99,-0.027508,0.066418,0.006496,0.036601,1.728394,1.230289,-0.003663,-0.002374
15.00,-0.027508,0.074539,0.006496,0.028480,1.729807,1.230289,-0.003663,-0.001918
15.00,-0.027508,0.007960,0.006496,-0.095059,1.730289,1.230289,-0.003663,-0.001647
15.01,-0.027508,-0.044091,0.006496,0.058928,1.730289,1.230289,-0.003663,-0.003038
15.02,-0.027126,-0.057026,0.006023,0.046553,1.731700,1.233620,-0.003300,-0.002178
15.03,-0.027126,-0.080915,0.006023,0.022664,1.733111,1.233620,-0.003300,-0.001599
15.03,-0.027126,-0.090558,0.006023,-0.013022,1.733620,1.233620,-0.003300,-0.001452
15.04,-0.027126,-0.077574,0.006023,-0.026005,1.733620,1.233620,-0.003300,-0.001828
15.05,-0.027126,-0.083715,0.006023,-0.019266,1.735031,1.236942,-0.003300,-0.002325
15.06,-0.027126,-0.073221,0.006023,0.029760,1.736442,1.236942,-0.003300,-0.002644
15.06,-0.027126,-0.002986,0.006023,0.099995,1.736942,1.236942,-0.003300,-0.002249
15.07,-0.026758,0.044116,0.006712,-0.058865,1.736942,1.236942,-0.002755,-0.000999
15.08,-0.026758,0.052107,0.006712,-0.050907,1.738345,1.240251,-0.002755,-0.002053
15.09,-0.026758,0.102976,0.006712,0.000037,1.739748,1.240251,-0.002755,-0.002838
15.09,-0.026758,0.017633,0.006712,0.085380,1.740251,1.240251,-0.002755,-0.002791
15.10,-0.026758,-0.068515,0.006712,0.034498,1.740251,1.240251,-0.002755,-0.001621
15.11,-0.026758,-0.072308,0.006712,-0.031259,1.741654,1.243582,-0.002755,-0.001326
15.12,-0.026879,-0.073554,0.006584,-0.030013,1.743047,1.243582,-0.002797,-0.001969
15.12,-0.026879,-0.094577,0.006584,-0.008990,1.743582,1.243582,-0.002797,-0.002497
15.13,-0.026879,-0.078739,0.006584,0.024828,1.743582,1.243582,-0.002797,-0.002648
15.14,-0.026879,-0.062584,0.006584,0.040345,1.744975,1.246902,-0.002797,-0.002302
