time,velX_d,velX,velY_d,velY,z_d,z,velYaw_d,velYaw
134.19,0.239781,0.308563,-0.109124,-0.000588,3.417817,3.040111,0.000368,0.000227
134.20,0.239781,0.308073,-0.109124,-0.001079,3.417895,3.040111,0.000368,0.000214
134.21,0.238293,0.307621,-0.105209,-0.001530,3.417958,3.040111,0.000218,0.000191
134.22,0.238293,0.307294,-0.105209,-0.001858,3.418020,3.040111,0.000218,0.000111
134.22,0.238293,0.306351,-0.105209,-0.002070,3.418083,3.040302,0.000218,0.000040
134.23,0.238293,0.306225,-0.105209,-0.002195,3.418146,3.040302,0.000218,-0.000017
134.24,0.238293,0.306167,-0.105209,-0.002254,3.418209,3.040302,0.000218,-0.000058
134.25,0.238293,0.306150,-0.105209,-0.002271,3.418272,3.040302,0.000218,-0.000080
134.25,0.236760,0.305406,-0.108606,-0.002266,3.418337,3.040496,0.000109,-0.000087
134.26,0.236760,0.305334,-0.108606,-0.002338,3.418402,3.040496,0.000109,-0.000035
134.27,0.236760,0.305186,-0.108606,-0.002486,3.418467,3.040496,0.000109,0.000018
134.27,0.236760,0.304965,-0.108606,-0.002706,3.418532,3.040496,0.000109,0.000068
134.28,0.236760,0.303900,-0.108606,-0.002983,3.418597,3.040692,0.000109,0.000111
134.29,0.236760,0.303565,-0.108606,-0.003317,3.418662,3.040692,0.000109,0.000146
134.29,0.234403,0.303195,-0.105873,-0.003688,3.418739,3.040692,0.000017,0.000171
134.30,0.234403,0.302856,-0.105873,-0.004027,3.418816,3.040692,0.000017,0.000149
134.31,0.234403,0.301773,-0.105873,-0.004321,3.418893,3.040890,0.000017,0.000126
134.32,0.234403,0.301503,-0.105873,-0.004591,3.418970,3.040890,0.000017,0.000104
134.33,0.234403,0.301263,-0.105873,-0.004831,3.419047,3.040890,0.000017,0.000083
134.34,0.234403,0.301049,-0.105873,-0.005044,3.419124,3.040890,0.000017,0.000066
134.34,0.232617,0.300077,-0.108469,-0.005225,3.419210,3.041091,-0.000010,0.000054
134.36,0.232617,0.299847,-0.108469,-0.005456,3.419296,3.041091,-0.000010,0.000079
134.36,0.232617,0.299584,-0.108469,-0.005718,3.419382,3.041091,-0.000010,0.000101
134.37,0.232617,0.299295,-0.108469,-0.006007,3.419468,3.041091,-0.000010,0.000118
134.38,0.232617,0.298196,-0.108469,-0.006296,3.419553,3.041294,-0.000010,0.000130
134.40,0.229048,0.297881,-0.109610,-0.006611,3.419630,3.041294,0.000770,0.000136
134.40,0.229048,0.297544,-0.109610,-0.006948,3.419707,3.041294,0.000770,0.000160
134.41,0.229048,0.297196,-0.109610,-0.007296,3.419784,3.041294,0.000770,0.000177
134.42,0.229048,0.296049,-0.109610,-0.007624,3.419861,3.041499,0.000770,0.000186
134.43,0.229048,0.295710,-0.109610,-0.007964,3.419937,3.041499,0.000770,0.000189
134.44,0.226997,0.295384,-0.108349,-0.008289,3.420018,3.041499,0.000166,0.000187
134.45,0.226997,0.295100,-0.108349,-0.008573,3.420099,3.041499,0.000166,0.000160
134.46,0.226997,0.294062,-0.108349,-0.008796,3.420180,3.041709,0.000166,0.000135
134.47,0.226997,0.293849,-0.108349,-0.009008,3.420261,3.041709,0.000166,0.000114
134.48,0.226997,0.293662,-0.108349,-0.009195,3.420342,3.041709,0.000166,0.000098
134.49,0.226997,0.293493,-0.108349,-0.009364,3.420423,3.041709,0.000166,0.000087
134.50,0.226997,0.292544,-0.108349,-0.009498,3.420504,3.041922,0.000166,0.000082
134.51,0.227546,0.292388,-0.108730,-0.009654,3.420576,3.041922,0.000130,0.000083
134.51,0.227546,0.292220,-0.108730,-0.009822,3.420649,3.041922,0.000130,0.000092
134.52,0.227546,0.292038,-0.108730,-0.010004,3.420721,3.041922,0.000130,0.000104
134.53,0.227546,0.291053,-0.108730,-0.010176,3.420794,3.042139,0.000130,0.000116
134.54,0.227546,0.290838,-0.108730,-0.010390,3.420866,3.042139,0.000130,0.000129
134.54,0.227546,0.290608,-0.108730,-0.010621,3.420939,3.042139,0.000130,0.000141
134.55,0.222908,0.290366,-0.109689,-0.010863,3.420957,3.042139,-0.000592,0.000151
134.55,0.222908,0.289307,-0.109689,-0.011106,3.420974,3.042358,-0.000592,0.000163
134.56,0.222908,0.289012,-0.109689,-0.011401,3.420992,3.042358,-0.000592,0.000171
134.57,0.222908,0.288703,-0.109689,-0.011710,3.421009,3.042358,-0.000592,0.000172
134.58,0.222908,0.288389,-0.109689,-0.012024,3.421027,3.042358,-0.000592,0.000167
134.58,0.222908,0.287284,-0.109689,-0.012302,3.421044,3.042582,-0.000592,0.000157
134.59,0.222908,0.286981,-0.109689,-0.012605,3.421062,3.042582,-0.000592,0.000143
134.60,0.221913,0.286692,-0.110276,-0.012894,3.421139,3.042582,-0.000107,0.000127
134.61,0.221913,0.286408,-0.110276,-0.013178,3.421216,3.042582,-0.000107,0.000120
134.62,0.221913,0.285351,-0.110276,-0.013415,3.421293,3.042809,-0.000107,0.000112
134.63,0.221913,0.285089,-0.110276,-0.013677,3.421370,3.042809,-0.000107,0.000103
134.64,0.221913,0.284839,-0.110276,-0.013927,3.421447,3.042809,-0.000107,0.000093
134.65,0.218589,0.284602,-0.110731,-0.014164,3.421530,3.042809,0.000276,0.000083
134.66,0.218589,0.283585,-0.110731,-0.014359,3.421613,3.043039,0.000276,0.000084
134.67,0.218589,0.283354,-0.110731,-0.014590,3.421696,3.043039,0.000276,0.000085
134.68,0.218589,0.283125,-0.110731,-0.014818,3.421779,3.043039,0.000276,0.000087
134.69,0.218589,0.282899,-0.110731,-0.015044,3.421862,3.043039,0.000276,0.000089
134.70,0.216613,0.281885,-0.111468,-0.015226,3.421908,3.043273,-0.000235,0.000091
134.71,0.216613,0.281647,-0.111468,-0.015464,3.421954,3.043273,-0.000235,0.000098
134.71,0.216613,0.281398,-0.111468,-0.015713,3.422000,3.043273,-0.000235,0.000103
134.72,0.216613,0.281141,-0.111468,-0.015970,3.422047,3.043273,-0.000235,0.000105
134.73,0.216613,0.280085,-0.111468,-0.016185,3.422093,3.043510,-0.000235,0.000105
134.74,0.216613,0.279823,-0.111468,-0.016446,3.422139,3.043510,-0.000235,0.000102
134.75,0.216613,0.279564,-0.111468,-0.016705,3.422185,3.043510,-0.000235,0.000098
134.76,0.213569,0.279310,-0.108653,-0.016960,3.422284,3.043510,-0.000319,0.000092
134.77,0.213569,0.278319,-0.108653,-0.017111,3.422383,3.043750,-0.000319,0.000049
134.77,0.213569,0.278164,-0.108653,-0.017266,3.422483,3.043750,-0.000319,0.000013
134.78,0.213569,0.278041,-0.108653,-0.017389,3.422582,3.043750,-0.000319,-0.000013
134.79,0.213569,0.277938,-0.108653,-0.017493,3.422681,3.043750,-0.000319,-0.000030
134.79,0.215768,0.277045,-0.109944,-0.017538,3.422663,3.043994,-0.000319,-0.000038
134.80,0.215768,0.276923,-0.109944,-0.017659,3.422645,3.043994,-0.000319,-0.000020
134.81,0.215768,0.276773,-0.109944,-0.017810,3.422627,3.043994,-0.000319,-0.000001
134.82,0.215768,0.276592,-0.109944,-0.017991,3.422609,3.043994,-0.000319,0.000019
134.82,0.215768,0.275593,-0.109944,-0.018148,3.422591,3.044239,-0.000319,0.000037
134.83,0.215768,0.275360,-0.109944,-0.018381,3.422573,3.044239,-0.000319,0.000052
134.84,0.215768,0.275108,-0.109944,-0.018633,3.422555,3.044239,-0.000319,0.000064
134.84,0.215768,0.274843,-0.109944,-0.018897,3.422537,3.044239,-0.000319,0.000070
134.85,0.212633,0.273789,-0.110298,-0.019113,3.422540,3.044486,-0.000079,0.000072
134.86,0.212633,0.273511,-0.110298,-0.019391,3.422544,3.044486,-0.000079,0.000078
134.87,0.212633,0.273233,-0.110298,-0.019670,3.422547,3.044486,-0.000079,0.000079
134.88,0.212633,0.272959,-0.110298,-0.019943,3.422551,3.044486,-0.000079,0.000075
134.89,0.212633,0.271904,-0.110298,-0.020149,3.422554,3.044735,-0.000079,0.000068
134.90,0.212633,0.271653,-0.110298,-0.020401,3.422558,3.044735,-0.000079,0.000060
134.91,0.208436,0.271415,-0.113253,-0.020638,3.422635,3.044735,-0.000205,0.000050
134.91,0.208436,0.271138,-0.113253,-0.020915,3.422713,3.044735,-0.000205,0.000076
134.92,0.208436,0.270043,-0.113253,-0.021157,3.422791,3.044986,-0.000205,0.000095
134.94,0.208436,0.269723,-0.113253,-0.021477,3.422869,3.044986,-0.000205,0.000105
134.94,0.208436,0.269398,-0.113253,-0.021802,3.422947,3.044986,-0.000205,0.000106
134.95,0.207493,0.269078,-0.113113,-0.022121,3.422993,3.044986,-0.000412,0.000100
134.96,0.207493,0.267984,-0.113113,-0.022361,3.423040,3.045239,-0.000412,0.000084
134.98,0.207493,0.267699,-0.113113,-0.022647,3.423086,3.045239,-0.000412,0.000066
134.98,0.207493,0.267435,-0.113113,-0.022910,3.423132,3.045239,-0.000412,0.000045
134.99,0.207493,0.267194,-0.113113,-0.023151,3.423179,3.045239,-0.000412,0.000024
135.00,0.199588,0.266199,-0.115375,-0.023301,3.423252,3.045495,-0.000388,0.000003
135.01,0.199588,0.265958,-0.115375,-0.023542,3.423325,3.045495,-0.000388,0.000016
135.02,0.199588,0.265699,-0.115375,-0.023801,3.423398,3.045495,-0.000388,0.000024
135.03,0.199588,0.265428,-0.115375,-0.024072,3.423471,3.045495,-0.000388,0.000028
135.03,0.199588,0.264342,-0.115375,-0.024274,3.423544,3.045755,-0.000388,0.000027
135.04,0.199588,0.264065,-0.115375,-0.024551,3.423617,3.045755,-0.000388,0.000024
135.05,0.210967,0.263791,-0.110879,-0.024825,3.423686,3.045755,-0.000825,0.000016
135.06,0.210967,0.263605,-0.110879,-0.025011,3.423754,3.045755,-0.000825,-0.000056
135.06,0.210967,0.262728,-0.110879,-0.025052,3.423823,3.046018,-0.000825,-0.000117
135.07,0.210967,0.262669,-0.110879,-0.025111,3.423892,3.046018,-0.000825,-0.000163
135.08,0.210967,0.262644,-0.110879,-0.025135,3.423960,3.046018,-0.000825,-0.000193
135.08,0.210967,0.262636,-0.110879,-0.025144,3.424029,3.046018,-0.000825,-0.000209
135.09,0.210967,0.261891,-0.110879,-0.025082,3.424097,3.046281,-0.000825,-0.000212
135.10,0.203023,0.261868,-0.112494,-0.025105,3.424139,3.046281,-0.000681,-0.000204
135.11,0.203023,0.261787,-0.112494,-0.025186,3.424180,3.046281,-0.000681,-0.000165
135.11,0.203023,0.261650,-0.112494,-0.025323,3.424222,3.046281,-0.000681,-0.000126
135.12,0.203023,0.260690,-0.112494,-0.025437,3.424263,3.046544,-0.000681,-0.000092
135.13,0.203023,0.260456,-0.112494,-0.025670,3.424305,3.046544,-0.000681,-0.000062
135.14,0.203023,0.260188,-0.112494,-0.025938,3.424346,3.046544,-0.000681,-0.000041
135.15,0.199939,0.259897,-0.113908,-0.026229,3.424466,3.046544,-0.000778,-0.000029
135.16,0.199939,0.258799,-0.113908,-0.026478,3.424587,3.046809,-0.000778,-0.000009
135.16,0.199939,0.258450,-0.113908,-0.026827,3.424707,3.046809,-0.000778,0.000000
135.17,0.199939,0.258095,-0.113908,-0.027182,3.424827,3.046809,-0.000778,-0.000003
135.18,0.199939,0.257748,-0.113908,-0.027529,3.424948,3.046809,-0.000778,-0.000016
135.19,0.199939,0.256656,-0.113908,-0.027776,3.425068,3.047077,-0.000778,-0.000037
135.20,0.199939,0.256353,-0.113908,-0.028080,3.425188,3.047077,-0.000778,-0.000063
135.21,0.193984,0.256078,-0.113394,-0.028354,3.425341,3.047077,-0.001064,-0.000093
135.22,0.193984,0.255839,-0.113394,-0.028594,3.425494,3.047077,-0.001064,-0.000132
135.23,0.193984,0.254872,-0.113394,-0.028715,3.425647,3.047348,-0.001064,-0.000168
135.24,0.193984,0.254693,-0.113394,-0.028894,3.425800,3.047348,-0.001064,-0.000200
135.25,0.193984,0.254534,-0.113394,-0.029052,3.425953,3.047348,-0.001064,-0.000226
135.26,0.193883,0.254390,-0.117087,-0.029196,3.426073,3.047348,-0.000083,-0.000246
135.27,0.193883,0.253430,-0.117087,-0.029302,3.426194,3.047623,-0.000083,-0.000204
135.28,0.193883,0.253192,-0.117087,-0.029540,3.426314,3.047623,-0.000083,-0.000165
135.29,0.193883,0.252918,-0.117087,-0.029814,3.426435,3.047623,-0.000083,-0.000134
135.30,0.193883,0.252619,-0.117087,-0.030112,3.426555,3.047623,-0.000083,-0.000112
135.31,0.191392,0.251547,-0.113964,-0.030333,3.426637,3.047902,0.000164,-0.000098
135.32,0.191392,0.251280,-0.113964,-0.030600,3.426719,3.047902,0.000164,-0.000129
135.33,0.191392,0.251056,-0.113964,-0.030825,3.426800,3.047902,0.000164,-0.000157
135.34,0.191392,0.250868,-0.113964,-0.031012,3.426882,3.047902,0.000164,-0.000181
135.34,0.191392,0.249950,-0.113964,-0.031075,3.426964,3.048183,0.000164,-0.000198
135.35,0.184895,0.249814,-0.118312,-0.031211,3.427039,3.048183,0.000216,-0.000208
135.36,0.184895,0.249617,-0.118312,-0.031408,3.427114,3.048183,0.000216,-0.000154
135.36,0.184895,0.249366,-0.118312,-0.031659,3.427190,3.048183,0.000216,-0.000106
135.37,0.184895,0.248286,-0.118312,-0.031851,3.427265,3.048467,0.000216,-0.000068
135.39,0.184895,0.247963,-0.118312,-0.032175,3.427340,3.048467,0.000216,-0.000038
135.39,0.184895,0.247621,-0.118312,-0.032517,3.427415,3.048467,0.000216,-0.000019
135.39,0.184895,0.247274,-0.118312,-0.032864,3.427490,3.048467,0.000216,-0.000010
135.40,0.184895,0.246146,-0.118312,-0.033100,3.427566,3.048754,0.000216,-0.000010
135.41,0.189114,0.245819,-0.113338,-0.033427,3.427634,3.048754,0.000272,-0.000015
135.41,0.189114,0.245594,-0.113338,-0.033652,3.427702,3.048754,0.000272,-0.000089
135.42,0.189114,0.245458,-0.113338,-0.033788,3.427770,3.048754,0.000272,-0.000151
135.43,0.189114,0.244629,-0.113338,-0.033749,3.427838,3.049043,0.000272,-0.000198
135.44,0.189114,0.244611,-0.113338,-0.033766,3.427907,3.049043,0.000272,-0.000226
135.44,0.189114,0.244622,-0.113338,-0.033756,3.427975,3.049043,0.000272,-0.000237
135.45,0.187194,0.244641,-0.111619,-0.033736,3.428050,3.049043,-0.000168,-0.000232
135.46,0.187194,0.243909,-0.111619,-0.033595,3.428126,3.049331,-0.000168,-0.000241
135.47,0.187194,0.243941,-0.111619,-0.033563,3.428202,3.049331,-0.000168,-0.000232
135.48,0.187194,0.243954,-0.111619,-0.033550,3.428277,3.049331,-0.000168,-0.000212
135.49,0.187194,0.243935,-0.111619,-0.033569,3.428353,3.049331,-0.000168,-0.000183
135.49,0.187194,0.243100,-0.111619,-0.033518,3.428429,3.049619,-0.000168,-0.000148
135.50,0.187194,0.243002,-0.111619,-0.033616,3.428505,3.049619,-0.000168,-0.000111
135.51,0.182612,0.242863,-0.111477,-0.033755,3.428569,3.049619,-0.000164,-0.000075
135.52,0.182612,0.242686,-0.111477,-0.033932,3.428633,3.049619,-0.000164,-0.000045
135.53,0.182612,0.241695,-0.111477,-0.034029,3.428698,3.049909,-0.000164,-0.000020
135.55,0.182612,0.241464,-0.111477,-0.034260,3.428762,3.049909,-0.000164,-0.000000
135.55,0.182612,0.241217,-0.111477,-0.034506,3.428827,3.049909,-0.000164,0.000012
135.56,0.180781,0.240964,-0.114284,-0.034759,3.428912,3.049909,0.000167,0.000017
135.57,0.180781,0.239884,-0.114284,-0.034943,3.428997,3.050201,0.000167,0.000056
135.58,0.180781,0.239560,-0.114284,-0.035267,3.429082,3.050201,0.000167,0.000082
135.59,0.180781,0.239223,-0.114284,-0.035604,3.429166,3.050201,0.000167,0.000094
135.60,0.180781,0.238889,-0.114284,-0.035938,3.429251,3.050201,0.000167,0.000095
135.61,0.175074,0.237799,-0.113910,-0.036141,3.429129,3.050496,-0.000523,0.000085
135.62,0.175074,0.237502,-0.113910,-0.036438,3.429006,3.050496,-0.000523,0.000059
135.62,0.175074,0.237233,-0.113910,-0.036707,3.428883,3.050496,-0.000523,0.000028
135.63,0.175074,0.236994,-0.113910,-0.036946,3.428760,3.050496,-0.000523,-0.000004
135.64,0.175074,0.236004,-0.113910,-0.037033,3.428638,3.050794,-0.000523,-0.000036
135.65,0.176170,0.235820,-0.112110,-0.037217,3.428648,3.050794,-0.000060,-0.000063
135.66,0.176170,0.235687,-0.112110,-0.037350,3.428658,3.050794,-0.000060,-0.000105
135.66,0.176170,0.235593,-0.112110,-0.037443,3.428669,3.050794,-0.000060,-0.000136
135.67,0.176170,0.234761,-0.112110,-0.037389,3.428679,3.051095,-0.000060,-0.000156
135.68,0.176170,0.234705,-0.112110,-0.037445,3.428690,3.051095,-0.000060,-0.000164
135.68,0.176170,0.234650,-0.112110,-0.037500,3.428700,3.051095,-0.000060,-0.000161
135.69,0.176170,0.234585,-0.112110,-0.037565,3.428711,3.051095,-0.000060,-0.000150
135.70,0.176377,0.233743,-0.114471,-0.037525,3.428788,3.051397,-0.000329,-0.000133
135.71,0.176377,0.233601,-0.114471,-0.037667,3.428864,3.051397,-0.000329,-0.000084
135.71,0.176377,0.233406,-0.114471,-0.037862,3.428941,3.051397,-0.000329,-0.000039
135.72,0.176377,0.233166,-0.114471,-0.038102,3.429018,3.051397,-0.000329,-0.000003
135.73,0.176377,0.232139,-0.114471,-0.038250,3.429094,3.051701,-0.000329,0.000023
135.74,0.176377,0.231846,-0.114471,-0.038543,3.429171,3.051701,-0.000329,0.000040
135.75,0.176377,0.231544,-0.114471,-0.038845,3.429248,3.051701,-0.000329,0.000046
135.76,0.173946,0.231244,-0.112742,-0.039145,3.429294,3.051701,-0.000481,0.000043
135.77,0.173946,0.230233,-0.112742,-0.039282,3.429340,3.052005,-0.000481,0.000009
135.78,0.173946,0.230005,-0.112742,-0.039509,3.429386,3.052005,-0.000481,-0.000025
135.79,0.173946,0.229813,-0.112742,-0.039701,3.429433,3.052005,-0.000481,-0.000057
135.80,0.173946,0.229652,-0.112742,-0.039863,3.429479,3.052005,-0.000481,-0.000086
135.81,0.168836,0.228770,-0.113297,-0.039868,3.429561,3.052310,0.000219,-0.000110
135.82,0.168836,0.228642,-0.113297,-0.039995,3.429644,3.052310,0.000219,-0.000112
135.83,0.168836,0.228518,-0.113297,-0.040120,3.429726,3.052310,0.000219,-0.000110
135.84,0.168836,0.228392,-0.113297,-0.040246,3.429809,3.052310,0.000219,-0.000104
135.85,0.168836,0.227496,-0.113297,-0.040241,3.429891,3.052616,0.000219,-0.000095
135.86,0.170897,0.227357,-0.114166,-0.040381,3.429933,3.052616,0.000533,-0.000083
135.86,0.170897,0.227197,-0.114166,-0.040541,3.429975,3.052616,0.000533,-0.000055
135.87,0.170897,0.227018,-0.114166,-0.040720,3.430017,3.052616,0.000533,-0.000030
135.88,0.170897,0.226077,-0.114166,-0.040778,3.430059,3.052924,0.000533,-0.000008
135.89,0.170897,0.225873,-0.114166,-0.040983,3.430101,3.052924,0.000533,0.000012
135.89,0.170897,0.225661,-0.114166,-0.041195,3.430143,3.052924,0.000533,0.000028
135.90,0.170897,0.225446,-0.114166,-0.041409,3.430186,3.052924,0.000533,0.000039
135.91,0.165681,0.224498,-0.111528,-0.041486,3.430285,3.053232,-0.000157,0.000046
135.92,0.165681,0.224323,-0.111528,-0.041661,3.430385,3.053232,-0.000157,0.000012
135.92,0.165681,0.224180,-0.111528,-0.041804,3.430485,3.053232,-0.000157,-0.000018
135.93,0.165681,0.224063,-0.111528,-0.041921,3.430585,3.053232,-0.000157,-0.000042
135.94,0.165681,0.223212,-0.111528,-0.041879,3.430685,3.053541,-0.000157,-0.000058
135.94,0.165681,0.223121,-0.111528,-0.041970,3.430785,3.053541,-0.000157,-0.000066
135.95,0.164884,0.223031,-0.112887,-0.042059,3.430813,3.053541,-0.000208,-0.000067
135.96,0.164884,0.222917,-0.112887,-0.042174,3.430841,3.053541,-0.000208,-0.000047
135.97,0.164884,0.222031,-0.112887,-0.042173,3.430869,3.053851,-0.000208,-0.000026
135.98,0.164884,0.221865,-0.112887,-0.042338,3.430897,3.053851,-0.000208,-0.000005
135.98,0.164884,0.221679,-0.112887,-0.042525,3.430925,3.053851,-0.000208,0.000012
135.99,0.164884,0.221475,-0.112887,-0.042729,3.430954,3.053851,-0.000208,0.000026
136.00,0.164884,0.220522,-0.112887,-0.042800,3.430982,3.054163,-0.000208,0.000034
136.01,0.153541,0.220301,-0.117039,-0.043021,3.431030,3.054163,0.000019,0.000040
136.02,0.153541,0.220008,-0.117039,-0.043314,3.431078,3.054163,0.000019,0.000097
136.03,0.153541,0.219663,-0.117039,-0.043659,3.431126,3.054163,0.000019,0.000137
136.04,0.153541,0.218518,-0.117039,-0.043882,3.431175,3.054477,0.000019,0.000161
136.05,0.153541,0.218127,-0.117039,-0.044273,3.431223,3.054477,0.000019,0.000169
136.06,0.159720,0.217738,-0.112669,-0.044663,3.431243,3.054477,-0.000552,0.000163
136.07,0.159720,0.217432,-0.112669,-0.044969,3.431263,3.054477,-0.000552,0.000083
136.08,0.159720,0.216454,-0.112669,-0.045039,3.431282,3.054794,-0.000552,0.000007
136.09,0.159720,0.216298,-0.112669,-0.045195,3.431302,3.054794,-0.000552,-0.000057
136.10,0.159720,0.216198,-0.112669,-0.045295,3.431322,3.054794,-0.000552,-0.000110
136.11,0.157490,0.216141,-0.113006,-0.045352,3.431366,3.054794,-0.000077,-0.000149
136.12,0.157490,0.215367,-0.113006,-0.045233,3.431410,3.055110,-0.000077,-0.000164
136.13,0.157490,0.215337,-0.113006,-0.045263,3.431454,3.055110,-0.000077,-0.000165
136.13,0.157490,0.215301,-0.113006,-0.045299,3.431498,3.055110,-0.000077,-0.000155
136.14,0.157490,0.215250,-0.113006,-0.045350,3.431542,3.055110,-0.000077,-0.000137
136.15,0.148436,0.214431,-0.113121,-0.045266,3.431485,3.055426,0.000485,-0.000113
136.16,0.148436,0.214322,-0.113121,-0.045374,3.431428,3.055426,0.000485,-0.000076
136.17,0.148436,0.214178,-0.113121,-0.045519,3.431371,3.055426,0.000485,-0.000040
136.18,0.148436,0.214000,-0.113121,-0.045696,3.431315,3.055426,0.000485,-0.000006
136.18,0.148436,0.213009,-0.113121,-0.045734,3.431258,3.055743,0.000485,0.000024
136.19,0.148436,0.212779,-0.113121,-0.045964,3.431201,3.055743,0.000485,0.000051
136.20,0.148436,0.212532,-0.113121,-0.046210,3.431144,3.055743,0.000485,0.000071
136.21,0.149719,0.212276,-0.110658,-0.046466,3.431115,3.055743,-0.000203,0.000085
136.21,0.149719,0.211276,-0.110658,-0.046519,3.431085,3.056061,-0.000203,0.000054
136.23,0.149719,0.211083,-0.110658,-0.046713,3.431055,3.056061,-0.000203,0.000027
136.23,0.149719,0.210915,-0.110658,-0.046881,3.431025,3.056061,-0.000203,0.000003
136.24,0.149719,0.210769,-0.110658,-0.047026,3.430995,3.056061,-0.000203,-0.000016
136.25,0.149719,0.209871,-0.110658,-0.046984,3.430965,3.056379,-0.000203,-0.000030
136.26,0.149719,0.209751,-0.110658,-0.047103,3.430935,3.056379,-0.000203,-0.000036
136.26,0.149258,0.209636,-0.110356,-0.047218,3.430933,3.056379,0.000323,-0.000038
136.27,0.149258,0.209527,-0.110356,-0.047328,3.430931,3.056379,0.000323,-0.000034
136.28,0.149258,0.208649,-0.110356,-0.047263,3.430929,3.056695,0.000323,-0.000027
136.29,0.149258,0.208535,-0.110356,-0.047377,3.430927,3.056695,0.000323,-0.000014
136.30,0.149258,0.208415,-0.110356,-0.047498,3.430925,3.056695,0.000323,0.000001
136.31,0.149156,0.208286,-0.113746,-0.047627,3.430982,3.056695,-0.000603,0.000017
136.32,0.149156,0.207333,-0.113746,-0.047638,3.431038,3.057009,-0.000603,0.000066
136.33,0.149156,0.207098,-0.113746,-0.047873,3.431094,3.057009,-0.000603,0.000106
136.33,0.149156,0.206830,-0.113746,-0.048142,3.431151,3.057009,-0.000603,0.000132
136.34,0.149156,0.206543,-0.113746,-0.048428,3.431207,3.057009,-0.000603,0.000145
136.35,0.149156,0.205495,-0.113746,-0.048541,3.431263,3.057322,-0.000603,0.000145
136.36,0.153045,0.205212,-0.114245,-0.048824,3.431306,3.057322,0.000443,0.000135
136.37,0.153045,0.204945,-0.114245,-0.049092,3.431349,3.057322,0.000443,0.000132
136.38,0.153045,0.204703,-0.114245,-0.049334,3.431392,3.057322,0.000443,0.000122
136.39,0.153045,0.203760,-0.114245,-0.049368,3.431435,3.057631,0.000443,0.000105
136.40,0.153045,0.203581,-0.114245,-0.049548,3.431478,3.057631,0.000443,0.000088
136.41,0.143931,0.203433,-0.116209,-0.049696,3.431519,3.057631,-0.000039,0.000070
136.42,0.143931,0.203278,-0.116209,-0.049850,3.431560,3.057631,-0.000039,0.000074
136.42,0.143931,0.202386,-0.116209,-0.049828,3.431601,3.057938,-0.000039,0.000075
136.43,0.143931,0.202226,-0.116209,-0.049988,3.431641,3.057938,-0.000039,0.000074
136.44,0.143931,0.202066,-0.116209,-0.050148,3.431682,3.057938,-0.000039,0.000071
136.45,0.143931,0.201909,-0.116209,-0.050305,3.431723,3.057938,-0.000039,0.000065
136.45,0.143931,0.201022,-0.116209,-0.050274,3.431764,3.058246,-0.000039,0.000058
136.46,0.143499,0.200873,-0.109540,-0.050423,3.431792,3.058246,0.000003,0.000052
136.47,0.143499,0.200817,-0.109540,-0.050478,3.431820,3.058246,0.000003,-0.000039
136.48,0.143499,0.200835,-0.109540,-0.050460,3.431849,3.058246,0.000003,-0.000110
136.48,0.143499,0.200181,-0.109540,-0.050209,3.431877,3.058554,0.000003,-0.000159
136.49,0.143499,0.200276,-0.109540,-0.050115,3.431905,3.058554,0.000003,-0.000183
136.50,0.143499,0.200375,-0.109540,-0.050016,3.431934,3.058554,0.000003,-0.000187
136.51,0.143499,0.200459,-0.109540,-0.049931,3.431962,3.058554,0.000003,-0.000173
136.51,0.143844,0.199802,-0.109980,-0.049699,3.431913,3.058863,0.000179,-0.000145
136.52,0.143844,0.199811,-0.109980,-0.049691,3.431863,3.058863,0.000179,-0.000099
136.53,0.143844,0.199767,-0.109980,-0.049734,3.431814,3.058863,0.000179,-0.000048
136.54,0.143844,0.199673,-0.109980,-0.049829,3.431765,3.058863,0.000179,0.000001
136.55,0.143844,0.198831,-0.109980,-0.049796,3.431715,3.059172,0.000179,0.000047
136.56,0.130821,0.198647,-0.114456,-0.049980,3.431689,3.059172,0.000066,0.000088
136.57,0.130821,0.198356,-0.114456,-0.050271,3.431663,3.059172,0.000066,0.000177
136.58,0.130821,0.197983,-0.114456,-0.050644,3.431636,3.059172,0.000066,0.000243
136.59,0.130821,0.196824,-0.114456,-0.050884,3.431610,3.059482,0.000066,0.000284
136.60,0.130821,0.196365,-0.114456,-0.051343,3.431584,3.059482,0.000066,0.000303
136.61,0.123527,0.195900,-0.114447,-0.051809,3.431667,3.059482,-0.000671,0.000300
136.62,0.123527,0.195438,-0.114447,-0.052270,3.431751,3.059482,-0.000671,0.000271
136.63,0.123527,0.194253,-0.114447,-0.052508,3.431834,3.059795,-0.000671,0.000228
136.64,0.123527,0.193845,-0.114447,-0.052915,3.431918,3.059795,-0.000671,0.000178
136.65,0.123527,0.193477,-0.114447,-0.053284,3.432001,3.059795,-0.000671,0.000122
136.66,0.129254,0.193151,-0.113862,-0.053610,3.432020,3.059795,0.000207,0.000065
136.66,0.129254,0.192136,-0.113862,-0.053669,3.432038,3.060110,0.000207,0.000012
136.67,0.129254,0.191919,-0.113862,-0.053886,3.432056,3.060110,0.000207,-0.000031
136.68,0.129254,0.191743,-0.113862,-0.054062,3.432074,3.060110,0.000207,-0.000064
136.69,0.129254,0.191599,-0.113862,-0.054206,3.432092,3.060110,0.000207,-0.000086
